,Selection,High Freq (Hz),File Offset (s),filename,duration,marginals
762,856,32.7,29467.339,nn02f_20180817_000000.wav,2.217,marginal
763,857,52.33600000000001,29471.8318,nn02f_20180817_000000.wav,1.342,marginal
764,858,43.6,29472.659,nn02f_20180817_000000.wav,3.104,marginal
765,859,52.9,29478.574,nn02f_20180817_000000.wav,5.017,marginal
766,860,41.8,29486.477000000006,nn02f_20180817_000000.wav,1.4409999999999998,marginal
767,861,46.4,29489.134,nn02f_20180817_000000.wav,2.144,
768,862,62.6,29496.995,nn02f_20180817_000000.wav,4.572,
769,863,41.2,29503.878,nn02f_20180817_000000.wav,1.663,
770,864,44.2,29506.908,nn02f_20180817_000000.wav,2.365,marginal
771,865,37.8,29566.115,nn02f_20180817_000000.wav,3.844,marginal
772,866,50.8,29752.228,nn02f_20180817_000000.wav,7.322999999999999,marginal
773,867,51.8,29817.678,nn02f_20180817_000000.wav,4.612,
774,868,34.6,29820.631,nn02f_20180817_000000.wav,1.618,marginal
775,869,38.9,30079.465,nn02f_20180817_000000.wav,4.579,
776,870,59.4,30082.315,nn02f_20180817_000000.wav,5.978,
777,871,46.0,30082.431,nn02f_20180817_000000.wav,4.827,marginal
778,872,40.0,30091.558,nn02f_20180817_000000.wav,3.363,marginal
779,873,41.869,30098.8301,nn02f_20180817_000000.wav,2.067,marginal
780,874,54.299,30099.018,nn02f_20180817_000000.wav,1.841,marginal
781,875,45.4,30116.144,nn02f_20180817_000000.wav,4.734,marginal
782,876,34.6,30117.682,nn02f_20180817_000000.wav,4.977,
783,877,41.0,30140.5,nn02f_20180817_000000.wav,5.745,
784,878,48.9,13353.5542,nn02g_20180816_000000.wav,3.658,
785,879,46.104,15716.0289,nn02g_20180816_000000.wav,4.062,marginal
786,880,35.065,56591.3273,nn02g_20180816_000000.wav,4.51,marginal
787,881,82.46799999999998,58861.8986,nn02g_20180816_000000.wav,4.807,
788,882,29.87,59636.8676,nn02g_20180816_000000.wav,4.174,
789,883,38.779,59640.6264,nn02g_20180816_000000.wav,2.893,marginal
790,884,35.714,59645.29,nn02g_20180816_000000.wav,4.435,
791,885,37.662,59686.3956,nn02g_20180816_000000.wav,2.3280000000000003,marginal
792,886,31.818,59937.6129,nn02g_20180816_000000.wav,4.062,
793,887,31.169,60391.377,nn02g_20180816_000000.wav,4.51,marginal
794,888,33.766,60460.3582,nn02g_20180816_000000.wav,5.59,marginal
795,889,49.351000000000006,60796.2092,nn02g_20180816_000000.wav,5.441,
796,890,67.532,61353.8737,nn02g_20180816_000000.wav,5.441,
797,891,83.117,61721.43900000001,nn02g_20180816_000000.wav,7.006,
798,892,58.442,61931.3645,nn02g_20180816_000000.wav,5.739,
799,893,66.883,62199.3521,nn02g_20180816_000000.wav,3.5780000000000003,
800,894,62.987,62205.6875,nn02g_20180816_000000.wav,4.77,
801,895,38.569,62454.1844,nn02g_20180816_000000.wav,3.391,
802,896,40.406,62461.6751,nn02g_20180816_000000.wav,6.149,
803,897,37.662,73183.6936,nn02g_20180816_000000.wav,4.7330000000000005,marginal
804,898,38.312,74632.8613,nn02g_20180816_000000.wav,3.95,marginal
805,899,35.065,74641.47,nn02g_20180816_000000.wav,3.205,marginal
806,900,33.766,74649.7805,nn02g_20180816_000000.wav,3.764,marginal
807,901,37.662,79447.1346,nn02g_20180816_000000.wav,3.987,
808,902,40.0,19651.951,nn02g_20180821_000000.wav,3.695,marginal
809,903,37.8,19835.734,nn02g_20180821_000000.wav,5.099,
810,904,38.9,20057.054,nn02g_20180821_000000.wav,2.8080000000000003,marginal
811,905,51.1,20276.158,nn02g_20180821_000000.wav,1.589,
812,906,50.0,21175.98,nn02g_20180821_000000.wav,3.104,
813,907,57.8,21359.889,nn02g_20180821_000000.wav,2.882,
814,908,42.2,22234.382,nn02g_20180821_000000.wav,3.178,marginal
815,909,41.1,22418.756,nn02g_20180821_000000.wav,1.589,marginal
816,910,46.7,22420.419,nn02g_20180821_000000.wav,5.099,marginal
817,911,60.0,22426.441000000006,nn02g_20180821_000000.wav,4.729,
818,912,47.8,23167.478,nn02g_20180821_000000.wav,2.697,
819,913,51.1,23170.433,nn02g_20180821_000000.wav,2.7710000000000004,marginal
820,914,36.7,24045.222,nn02g_20180821_000000.wav,2.55,
821,915,38.9,24824.387,nn02g_20180821_000000.wav,4.914,
822,916,46.7,25102.367,nn02g_20180821_000000.wav,3.104,
823,917,43.3,25582.382,nn02g_20180821_000000.wav,3.141,marginal
824,918,42.2,26360.461,nn02g_20180821_000000.wav,4.138,
825,919,43.3,26848.456,nn02g_20180821_000000.wav,4.692,
826,920,34.4,28298.586,nn02g_20180821_000000.wav,2.476,marginal
827,921,37.8,29376.333,nn02g_20180821_000000.wav,5.801,
828,922,48.9,29380.249,nn02g_20180821_000000.wav,1.4409999999999998,marginal
829,923,37.8,29388.525,nn02g_20180821_000000.wav,4.508,
830,924,37.8,29399.719,nn02g_20180821_000000.wav,2.18,
831,925,37.8,30124.773,nn02g_20180821_000000.wav,3.252,marginal
832,926,44.0,50969.919,nn02g_20180821_000000.wav,3.547,marginal
833,927,269.0,22084.693,nn03a_20180817_000000.wav,2.4130000000000003,marginal
834,928,47.1,41860.926,nn03a_20180817_000000.wav,4.577,
835,929,39.437,43229.2383,nn03a_20180817_000000.wav,2.517,
836,930,32.207,43391.434,nn03a_20180817_000000.wav,6.395,marginal
837,931,46.0,43752.957,nn03a_20180817_000000.wav,4.077,
838,932,43.7,44135.326,nn03a_20180817_000000.wav,4.0360000000000005,
839,933,34.836,44151.678,nn03a_20180817_000000.wav,5.398,
840,934,33.3,44185.123,nn03a_20180817_000000.wav,8.238,marginal
841,935,34.5,44206.677,nn03a_20180817_000000.wav,6.2410000000000005,marginal
842,936,39.1,44248.527,nn03a_20180817_000000.wav,6.199,
843,937,33.3,44266.1102,nn03a_20180817_000000.wav,4.245,marginal
844,938,52.9,44432.82900000001,nn03a_20180817_000000.wav,6.574,
845,939,37.9,44459.451,nn03a_20180817_000000.wav,5.783,
846,940,34.836,44482.544,nn03a_20180817_000000.wav,4.94,
847,941,51.7,44507.376,nn03a_20180817_000000.wav,9.694,
848,942,42.5,44602.16099999999,nn03a_20180817_000000.wav,6.948,marginal
849,943,49.29600000000001,44610.633,nn03a_20180817_000000.wav,4.564,
850,944,34.836,44615.8732,nn03a_20180817_000000.wav,4.208,
851,945,37.465,44618.2403,nn03a_20180817_000000.wav,2.029,
852,946,46.667,44660.231,nn03a_20180817_000000.wav,2.329,
853,947,36.15,44662.41,nn03a_20180817_000000.wav,4.02,
854,948,69.014,44665.1902,nn03a_20180817_000000.wav,2.63,
855,949,82.8,44670.932,nn03a_20180817_000000.wav,3.387,
856,950,31.25,44673.7939,nn03a_20180817_000000.wav,6.752000000000002,
857,951,42.723,44675.1464,nn03a_20180817_000000.wav,1.465,
858,952,42.723,44685.3641,nn03a_20180817_000000.wav,1.789,
859,953,26.948,44686.1467,nn03a_20180817_000000.wav,2.944,marginal
860,954,48.3,44698.498,nn03a_20180817_000000.wav,2.455,
861,955,221.8,44717.713,nn03a_20180817_000000.wav,7.6560000000000015,
862,956,41.408,44726.0629,nn03a_20180817_000000.wav,1.826,
863,957,176.15,44727.9262,nn03a_20180817_000000.wav,6.559,
864,958,31.549,44758.6819,nn03a_20180817_000000.wav,4.285,marginal
865,959,57.5,44805.749,nn03a_20180817_000000.wav,6.449,
866,960,42.5,44813.438,nn03a_20180817_000000.wav,2.951,
867,961,42.066,44929.1952,nn03a_20180817_000000.wav,2.273,
868,962,43.7,44953.144,nn03a_20180817_000000.wav,2.4130000000000003,
869,963,48.3,44972.193,nn03a_20180817_000000.wav,3.536,
870,964,46.0,44983.76,nn03a_20180817_000000.wav,6.865,
871,965,47.1,45103.36900000001,nn03a_20180817_000000.wav,6.6720000000000015,marginal
872,966,28.263,45105.4203,nn03a_20180817_000000.wav,4.956,
873,967,39.1,45135.982,nn03a_20180817_000000.wav,5.658,
874,968,58.6,45412.223,nn03a_20180817_000000.wav,6.158,
875,969,51.7,46436.184,nn03a_20180817_000000.wav,4.66,
876,970,41.4,46933.003,nn03a_20180817_000000.wav,4.0360000000000005,
877,971,36.8,49768.83900000001,nn03a_20180817_000000.wav,7.24,
878,972,34.5,49890.14599999999,nn03a_20180817_000000.wav,4.452,
879,973,37.9,49899.46599999999,nn03a_20180817_000000.wav,5.658,
880,974,47.1,50430.978,nn03a_20180817_000000.wav,3.744,marginal
881,975,32.2,50543.804,nn03a_20180817_000000.wav,5.8660000000000005,
882,976,44.8,50629.386,nn03a_20180817_000000.wav,4.535,
883,977,44.8,50639.938,nn03a_20180817_000000.wav,4.7010000000000005,marginal
884,978,56.3,50978.268,nn03a_20180817_000000.wav,3.307,marginal
885,979,38.122,50981.7242,nn03a_20180817_000000.wav,4.435,
886,980,50.6,50986.423,nn03a_20180817_000000.wav,3.287,
887,981,44.8,51184.365,nn03a_20180817_000000.wav,3.786,marginal
888,982,30.892,51267.3219,nn03a_20180817_000000.wav,5.18,
889,983,49.4,51281.006,nn03a_20180817_000000.wav,7.364,
890,984,44.8,52003.269,nn03a_20180817_000000.wav,7.115,
891,985,37.465,52406.3675,nn03a_20180817_000000.wav,3.69,marginal
892,986,197.7,54319.902,nn03a_20180817_000000.wav,5.409,
893,987,47.1,54325.394,nn03a_20180817_000000.wav,4.8260000000000005,
894,988,41.4,55112.551,nn03a_20180817_000000.wav,4.41,
895,989,41.4,56006.426,nn03a_20180817_000000.wav,3.536,
896,990,54.0,56010.212,nn03a_20180817_000000.wav,2.704,
897,991,36.808,56013.0,nn03a_20180817_000000.wav,4.772,
898,992,42.066,56017.0267,nn03a_20180817_000000.wav,2.5340000000000003,marginal
899,993,51.7,56278.173,nn03a_20180817_000000.wav,2.455,marginal
900,994,42.5,56280.795,nn03a_20180817_000000.wav,4.285,marginal
901,995,42.5,56294.101,nn03a_20180817_000000.wav,4.244,
902,996,48.3,56300.717,nn03a_20180817_000000.wav,3.079,
903,997,39.1,56336.709,nn03a_20180817_000000.wav,4.909,marginal
904,998,40.751,56354.8533,nn03a_20180817_000000.wav,1.491,marginal
905,999,37.465,56465.4981,nn03a_20180817_000000.wav,2.198,marginal
906,1000,36.8,56871.63200000001,nn03a_20180817_000000.wav,3.994,
907,1001,50.6,57054.179,nn03a_20180817_000000.wav,3.3280000000000003,
908,1002,52.9,57082.764,nn03a_20180817_000000.wav,6.324,
909,1003,47.1,57203.82900000001,nn03a_20180817_000000.wav,4.285,
910,1004,59.8,57560.442,nn03a_20180817_000000.wav,5.2010000000000005,
911,1005,54.0,58266.52,nn03a_20180817_000000.wav,5.658,
912,1006,48.3,58978.09,nn03a_20180817_000000.wav,5.034,
913,1007,48.3,60126.35400000001,nn03a_20180817_000000.wav,3.37,
914,1008,55.7,667.3480000000002,nn03b_20180923_000000.wav,7.864,marginal
915,1009,51.1,3200.1890000000008,nn03b_20180923_000000.wav,5.7,
916,1010,46.6,3290.014,nn03b_20180923_000000.wav,6.657,
917,1011,34.836,76834.435,nn03b_20180923_000000.wav,9.582,
918,1012,37.465,76838.5324,nn03b_20180923_000000.wav,2.1790000000000003,
919,1013,47.324,76840.9369,nn03b_20180923_000000.wav,3.644,
920,1014,45.5,76848.0,nn03b_20180923_000000.wav,4.327,
921,1015,189.8,76861.273,nn03b_20180923_000000.wav,4.743,
922,1016,155.7,76884.19099999999,nn03b_20180923_000000.wav,4.743,
923,1017,205.7,76894.427,nn03b_20180923_000000.wav,4.577,
924,1018,186.4,77396.205,nn03b_20180923_000000.wav,5.908,
925,1019,34.836,77397.5624,nn03b_20180923_000000.wav,4.584,
926,1020,83.0,77447.193,nn03b_20180923_000000.wav,6.4910000000000005,
927,1027,54.1,43195.723,nn03c_20180611_000000.wav,5.534,marginal
928,1028,41.8,43243.606,nn03c_20180611_000000.wav,6.574,
929,1029,45.5,43365.495,nn03c_20180611_000000.wav,6.325,
930,1030,34.178000000000004,43998.366,nn03c_20180611_000000.wav,5.711,
931,1031,40.094,44002.4613,nn03c_20180611_000000.wav,1.954,marginal
932,1032,39.3,45919.223,nn03c_20180611_000000.wav,3.245,marginal
933,1033,146.2,48111.803,nn03c_20180611_000000.wav,1.664,
934,1034,120.4,48129.603,nn03c_20180611_000000.wav,1.165,
935,1035,217.4,48353.50900000001,nn03c_20180611_000000.wav,2.08,
936,1036,222.4,48357.628,nn03c_20180611_000000.wav,1.664,
937,1037,234.6,48817.207,nn03c_20180611_000000.wav,1.4980000000000002,
938,1038,224.8,48821.492,nn03c_20180611_000000.wav,3.162,
939,1039,57.7,50460.3,nn03c_20180611_000000.wav,3.1210000000000004,marginal
940,1040,45.5,50524.20200000001,nn03c_20180611_000000.wav,2.9960000000000004,
941,1041,37.181,51282.4302,nn03c_20180611_000000.wav,7.176,
942,1042,41.82899999999999,51289.531,nn03c_20180611_000000.wav,4.208,
943,1043,43.0,51307.115,nn03c_20180611_000000.wav,5.908,
944,1044,44.2,51319.639,nn03c_20180611_000000.wav,6.449,
945,1045,38.1,51426.433,nn03c_20180611_000000.wav,6.408,
946,1046,43.0,51475.565,nn03c_20180611_000000.wav,5.5760000000000005,
947,1047,40.5,51654.25,nn03c_20180611_000000.wav,6.449,
948,1048,63.9,51741.57,nn03c_20180611_000000.wav,7.115,
949,1049,63.9,51754.635,nn03c_20180611_000000.wav,6.699,
950,1050,65.1,51772.985,nn03c_20180611_000000.wav,6.283,
951,1051,49.1,51885.978,nn03c_20180611_000000.wav,6.075,
952,1052,55.3,52395.68700000001,nn03c_20180611_000000.wav,6.408,
953,1053,44.2,52450.768,nn03c_20180611_000000.wav,4.0360000000000005,
954,1054,39.3,52645.639,nn03c_20180611_000000.wav,5.617000000000001,
955,1055,41.8,33214.882000000005,nn03d_20180817_000000.wav,2.572,marginal
956,1056,32.012,35415.466,nn03d_20180817_000000.wav,5.3279999999999985,
957,1057,42.252,35749.2856,nn03d_20180817_000000.wav,2.944,marginal
958,1058,29.0,35753.888,nn03d_20180817_000000.wav,5.0310000000000015,
959,1059,41.8,35945.366,nn03d_20180817_000000.wav,2.6460000000000004,marginal
960,1060,32.5,36524.683,nn03d_20180817_000000.wav,3.652,marginal
961,1061,46.494,36532.4311,nn03d_20180817_000000.wav,1.421,
962,1062,31.3,36536.46,nn03d_20180817_000000.wav,3.615,
963,1063,32.5,36560.385,nn03d_20180817_000000.wav,3.093,
964,1064,30.2,36571.006,nn03d_20180817_000000.wav,2.05,
965,1065,27.8,36577.789,nn03d_20180817_000000.wav,2.3480000000000003,
966,1066,47.6,37708.956,nn03d_20180817_000000.wav,2.236,
967,1067,46.4,39028.472,nn03d_20180817_000000.wav,4.547,
968,1068,42.9,39538.845,nn03d_20180817_000000.wav,2.982,
969,1069,46.4,39621.242,nn03d_20180817_000000.wav,4.845,
970,1070,47.6,39758.273,nn03d_20180817_000000.wav,4.659,
971,1071,46.4,40382.124,nn03d_20180817_000000.wav,4.2860000000000005,
972,1072,42.9,40446.298,nn03d_20180817_000000.wav,3.168,marginal
973,1073,47.6,40512.969,nn03d_20180817_000000.wav,5.516,
974,1074,42.2,43408.404,nn03d_20180916_000000.wav,5.69,marginal
975,1075,44.4,43839.185,nn03d_20180916_000000.wav,2.365,marginal
976,1076,42.2,43859.342,nn03d_20180916_000000.wav,3.362,marginal
977,1077,42.2,44062.167,nn03d_20180916_000000.wav,2.217,
978,1078,43.3,44103.126,nn03d_20180916_000000.wav,3.769,marginal
979,1079,45.7,44997.36900000001,nn03d_20180916_000000.wav,4.36,
980,1080,42.3,45223.012,nn03d_20180916_000000.wav,3.547,marginal
981,1081,42.3,45498.517,nn03d_20180916_000000.wav,6.355,marginal
982,1082,43.4,45843.761,nn03d_20180916_000000.wav,2.513,marginal
983,1083,41.2,47154.931,nn03d_20180916_000000.wav,7.316,
984,1084,35.6,48848.919,nn03d_20180916_000000.wav,6.4289999999999985,
985,1085,34.5,16498.2484,nn03e_20180911_000000.wav,5.888,marginal
986,1086,35.6,16578.6708,nn03e_20180911_000000.wav,4.398,
987,1087,36.7,16735.0061,nn03e_20180911_000000.wav,7.826,
988,1088,35.6,16811.1801,nn03e_20180911_000000.wav,6.9689999999999985,
989,1089,33.4,16901.0309,nn03e_20180911_000000.wav,5.403,
990,1090,31.2,16967.1056,nn03e_20180911_000000.wav,4.77,
991,1091,31.2,16980.708,nn03e_20180911_000000.wav,2.161,
992,1092,34.5,17028.3726,nn03e_20180911_000000.wav,7.603,
993,1093,35.6,17044.9192,nn03e_20180911_000000.wav,12.595999999999998,
994,1094,33.4,17069.9627,nn03e_20180911_000000.wav,9.951,
995,1095,34.5,17110.061999999998,nn03e_20180911_000000.wav,5.627000000000002,
996,1096,35.6,17163.503,nn03e_20180911_000000.wav,9.242,
997,1097,34.5,17188.471999999998,nn03e_20180911_000000.wav,6.9689999999999985,
998,1098,32.3,17204.7204,nn03e_20180911_000000.wav,6.224,
999,1099,32.3,17227.0435,nn03e_20180911_000000.wav,4.77,
1000,1100,31.2,17348.0497,nn03e_20180911_000000.wav,4.174,
1001,1101,31.2,17386.0992,nn03e_20180911_000000.wav,4.2860000000000005,marginal
1002,1102,33.4,17431.267,nn03e_20180911_000000.wav,3.056,
1003,1103,31.2,17496.9688,nn03e_20180911_000000.wav,3.951,
1004,1104,31.2,17662.1739,nn03e_20180911_000000.wav,3.167,
1005,1105,32.3,17720.3105,nn03e_20180911_000000.wav,4.398,
1006,1106,35.6,18308.9814,nn03e_20180911_000000.wav,6.41,marginal
1007,1107,44.5,27823.7887,nn03e_20180911_000000.wav,3.653,marginal
1008,1108,33.97,32631.0746,nn03e_20180911_000000.wav,3.69,marginal
1009,1109,36.74800000000001,46919.7391,nn03e_20180911_000000.wav,4.434,marginal
1010,1110,45.657,46928.385,nn03e_20180911_000000.wav,2.795,marginal
1011,1111,42.285,46933.4906,nn03e_20180911_000000.wav,7.31,
1012,1112,43.43,46938.3726,nn03e_20180911_000000.wav,2.758,marginal
1013,1113,42.316,47013.8012,nn03e_20180911_000000.wav,2.273,
1014,1114,37.862,47033.031,nn03e_20180911_000000.wav,3.056,marginal
1015,1115,40.089,47108.2732,nn03e_20180911_000000.wav,3.838,marginal
1016,1116,37.862,47120.6833,nn03e_20180911_000000.wav,2.199,marginal
1017,1117,64.54,240.112,nn03f_20180803_000000.wav,5.587999999999999,
1018,1118,40.6,246.783,nn03f_20180803_000000.wav,2.944,
1019,1119,126.113,248.534,nn03f_20180803_000000.wav,6.485,
1020,1120,37.1,255.503,nn03f_20180803_000000.wav,5.478,
1021,1121,39.4,271.491,nn03f_20180803_000000.wav,6.372000000000001,
1022,1122,158.91899999999995,274.36,nn03f_20180803_000000.wav,6.46,
1023,1123,39.73,279.2421,nn03f_20180803_000000.wav,1.841,marginal
1024,1124,46.667,281.5339,nn03f_20180803_000000.wav,1.202,marginal
1025,1125,37.1,284.199,nn03f_20180803_000000.wav,6.372000000000001,
1026,1126,42.285,286.3143,nn03f_20180803_000000.wav,1.837,
1027,1127,45.2,295.938,nn03f_20180803_000000.wav,3.615,
1028,1128,70.631,371.18,nn03f_20180803_000000.wav,4.211,
1029,1129,45.2,9278.422,nn03f_20180803_000000.wav,2.161,
1030,1130,31.3,27742.882,nn03f_20180803_000000.wav,3.764,marginal
1031,1131,31.3,27884.944,nn03f_20180803_000000.wav,4.435,marginal
1032,1132,48.559,28669.006,nn03f_20180803_000000.wav,5.143,
1033,1133,40.6,28686.82,nn03f_20180803_000000.wav,1.863,marginal
1034,1134,51.968,67670.5451,nn03f_20180803_000000.wav,3.59,
1035,1135,65.1,11689.267,nn03f_20180806_000000.wav,3.391,
1036,1136,71.9,11693.2172,nn03f_20180806_000000.wav,5.0310000000000015,
1037,1137,45.7,11756.1241,nn03f_20180806_000000.wav,4.845,
1038,1138,65.9,11762.8695,nn03f_20180806_000000.wav,3.205,
1039,1139,38.2,16562.0869,nn03f_20180806_000000.wav,6.82,
1040,1140,41.667,83856.3433,nn03f_20180806_000000.wav,3.5780000000000003,marginal
1041,1141,71.759,83863.1258,nn03f_20180806_000000.wav,7.9,
1042,1142,36.265,83875.9831,nn03f_20180806_000000.wav,5.478,marginal
1043,1143,48.611,83880.5296,nn03f_20180806_000000.wav,6.895,
1044,1144,37.809,83888.9892,nn03f_20180806_000000.wav,2.3480000000000003,
1045,1145,60.185,84073.7594,nn03f_20180806_000000.wav,4.584,
1046,1146,54.784,84152.0203,nn03f_20180806_000000.wav,5.441,
1047,1147,83.333,84155.2625,nn03f_20180806_000000.wav,7.864,
1048,1148,77.16,84175.1259,nn03f_20180806_000000.wav,7.565,
1049,1149,48.611,84334.6848,nn03f_20180806_000000.wav,6.745,
1050,1150,47.06800000000001,84350.9333,nn03f_20180806_000000.wav,5.926,
1051,1151,62.456,84353.8028,nn03f_20180806_000000.wav,5.105,
1052,1152,43.651,84353.8214,nn03f_20180806_000000.wav,3.429,
1053,1153,52.469,84398.1134,nn03f_20180806_000000.wav,5.907,
1054,1154,49.383,84423.2686,nn03f_20180806_000000.wav,3.504,
1055,1155,170.635,80322.8569,nn03g_20180806_000000.wav,8.124,
1056,1156,126.19,80663.9253,nn03g_20180806_000000.wav,4.919,
1057,1157,46.032,80772.4842,nn03g_20180806_000000.wav,3.2430000000000003,marginal
1058,1158,76.984,80777.7389,nn03g_20180806_000000.wav,3.95,
1059,1159,84.12700000000002,81260.2358,nn03g_20180806_000000.wav,3.428,marginal
1060,1160,53.175,81267.5029,nn03g_20180806_000000.wav,2.5340000000000003,marginal
1061,1161,49.206,81274.91900000001,nn03g_20180806_000000.wav,3.242,marginal
1062,1162,52.381,81280.2483,nn03g_20180806_000000.wav,2.497,marginal
1063,1163,54.762,81354.6705,nn03g_20180806_000000.wav,3.2430000000000003,
1064,1164,76.19,81376.1738,nn03g_20180806_000000.wav,3.95,
1065,1165,52.381,81390.6706,nn03g_20180806_000000.wav,3.54,
1066,1166,80.15899999999998,81393.5401,nn03g_20180806_000000.wav,3.801,
1067,1167,107.143,81411.5027,nn03g_20180806_000000.wav,6.297999999999999,
1068,1168,76.19,81495.1675,nn03g_20180806_000000.wav,3.205,
1069,1169,65.873,81514.5464,nn03g_20180806_000000.wav,4.472,
1070,1170,88.095,81537.3166,nn03g_20180806_000000.wav,6.335,
1071,1171,43.651,81584.3849,nn03g_20180806_000000.wav,2.46,marginal
1072,1172,61.905,83125.565,nn03g_20180806_000000.wav,3.093,
1073,1173,64.286,83201.8879,nn03g_20180806_000000.wav,3.5780000000000003,
1074,1174,52.381,83242.0991,nn03g_20180806_000000.wav,1.863,
1075,1175,53.968,83311.1178,nn03g_20180806_000000.wav,4.77,marginal
1076,1176,67.46,84168.5587,nn03g_20180806_000000.wav,5.18,
1077,1177,61.905,84456.4098,nn03g_20180806_000000.wav,2.497,marginal
1078,1178,52.973,830.7156,nn03g_20180810_000000.wav,2.763,
1079,1179,57.0,10769.59,nn03g_20180810_000000.wav,2.721,
1080,1180,48.8,11209.64,nn03g_20180810_000000.wav,2.9810000000000003,
1081,1181,40.99100000000001,11218.435,nn03g_20180810_000000.wav,3.391,
1082,1182,44.2,16606.471999999998,nn03g_20180810_000000.wav,3.69,
1083,1183,33.7,16606.696,nn03g_20180810_000000.wav,3.429,
1084,1184,46.5,16615.416,nn03g_20180810_000000.wav,2.795,
1085,1185,41.9,20982.037,nn03g_20180810_000000.wav,1.901,marginal
1086,1186,52.3,21221.814,nn03g_20180810_000000.wav,1.529,
1087,1187,55.8,21622.845,nn03g_20180810_000000.wav,1.975,
1088,1188,39.5,22967.255,nn03g_20180810_000000.wav,1.193,marginal
1089,1189,26.7,22970.46,nn03g_20180810_000000.wav,1.081,marginal
1090,1190,41.9,22973.404,nn03g_20180810_000000.wav,1.118,marginal
1091,1191,27.9,22990.621,nn03g_20180810_000000.wav,1.79,
1092,1192,43.0,23247.466,nn03g_20180810_000000.wav,1.863,
1093,1193,38.4,23308.286,nn03g_20180810_000000.wav,1.6769999999999998,
1094,1194,39.5,23323.491,nn03g_20180810_000000.wav,1.64,
1095,1195,40.7,23348.609,nn03g_20180810_000000.wav,1.789,
1096,1196,29.1,23353.043,nn03g_20180810_000000.wav,2.087,
1097,1197,40.99100000000001,23379.3171,nn03g_20180810_000000.wav,2.05,marginal
1098,1198,39.099,23389.4538,nn03g_20180810_000000.wav,2.497,marginal
1099,1199,38.4,23409.429,nn03g_20180810_000000.wav,1.975,
1100,1200,41.9,23432.869,nn03g_20180810_000000.wav,2.013,
1101,1201,45.3,23444.944,nn03g_20180810_000000.wav,2.5340000000000003,
1102,1202,39.5,23482.174,nn03g_20180810_000000.wav,1.6030000000000002,
1103,1203,39.5,23492.795,nn03g_20180810_000000.wav,1.7519999999999998,
1104,1204,29.1,23570.683,nn03g_20180810_000000.wav,5.143,
1105,1205,37.838,23578.1364,nn03g_20180810_000000.wav,2.161,marginal
1106,1206,41.9,23589.95,nn03g_20180810_000000.wav,1.193,
1107,1207,29.009,23625.8943,nn03g_20180810_000000.wav,4.323,marginal
1108,1208,39.5,23651.702,nn03g_20180810_000000.wav,1.938,
1109,1209,41.9,23672.907000000007,nn03g_20180810_000000.wav,3.727,
1110,1210,26.7,23674.248,nn03g_20180810_000000.wav,3.5780000000000003,
1111,1211,29.009,23703.3351,nn03g_20180810_000000.wav,5.0310000000000015,
1112,1212,42.252,23712.3537,nn03g_20180810_000000.wav,2.926,
1113,1213,40.7,23745.652,nn03g_20180810_000000.wav,1.528,
1114,1214,42.883,23774.7016,nn03g_20180810_000000.wav,2.963,marginal
1115,1215,44.775,23786.2171,nn03g_20180810_000000.wav,1.92,
1116,1216,41.9,23819.627,nn03g_20180810_000000.wav,2.422,
1117,1217,42.285,23891.6666,nn03g_20180810_000000.wav,1.861,marginal
1118,1218,25.225,23951.3481,nn03g_20180810_000000.wav,2.6830000000000003,marginal
1119,1219,41.9,23957.404,nn03g_20180810_000000.wav,2.124,
1120,1220,42.883,23964.0934,nn03g_20180810_000000.wav,1.416,marginal
1121,1221,41.9,24011.329,nn03g_20180810_000000.wav,1.416,
1122,1222,43.0,24015.95,nn03g_20180810_000000.wav,1.789,
1123,1223,43.0,24021.391,nn03g_20180810_000000.wav,1.454,
1124,1224,39.099,24172.6767,nn03g_20180810_000000.wav,2.609,
1125,1225,45.3,24291.391,nn03g_20180810_000000.wav,2.013,
1126,1226,45.0,24959.981,nn03g_20180810_000000.wav,2.019,marginal
1127,1227,42.252,24975.8197,nn03g_20180810_000000.wav,8.05,
1128,1228,44.13800000000001,24989.04,nn03g_20180810_000000.wav,4.383,marginal
1129,1229,45.3,25329.838,nn03g_20180810_000000.wav,2.497,
1130,1230,29.009,25830.2612,nn03g_20180810_000000.wav,1.901,marginal
1131,1231,36.0,25832.46,nn03g_20180810_000000.wav,2.311,
1132,1232,44.2,25837.64,nn03g_20180810_000000.wav,3.652,
1133,1233,28.966,25839.0072,nn03g_20180810_000000.wav,2.919,marginal
1134,1234,40.0,26054.66,nn03g_20180810_000000.wav,5.5760000000000005,marginal
1135,1235,24.828000000000007,26276.3531,nn03g_20180810_000000.wav,3.325,marginal
1136,1236,43.0,26283.354,nn03g_20180810_000000.wav,2.944,
1137,1237,48.8,26438.832,nn03g_20180810_000000.wav,2.46,marginal
1138,1238,39.634,26453.2031,nn03g_20180810_000000.wav,1.988,marginal
1139,1239,39.4,47337.0186,nn04a_20180608_000000.wav,3.391,marginal
1140,1240,41.8,47430.8198,nn04a_20180608_000000.wav,3.95,
1141,1241,41.8,47486.385,nn04a_20180608_000000.wav,2.3480000000000003,
1142,1242,37.1,47770.5465,nn04a_20180608_000000.wav,2.3480000000000003,
1143,1243,36.0,47917.7887,nn04a_20180608_000000.wav,2.236,
1144,1244,33.423,49039.4161,nn04a_20180608_000000.wav,4.034,
